geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	geneIDs	correlation	sequenced	RefSeq	RPKM
																		'ARHGAP35'	0.35	413927	231244	7861
																		'ANKRD65'	0.35	433781	241289	6486
																		'SMARCD2'	0.35	202825	114512	6892
																		'TIMP1'	0.35	414476	215004	8132
																		'C7orf49'	0.35	425641	151830	7829
																		'ACBD4'	0.35	647052	199024	6486
																		'FKRP'	0.35	289358	142284	5828
																		'TECPR1'	0.35	338818	136437	8091
																		'B3GNT8'	0.35	304030	106927	6691
																		'ACTN1'	0.35	577496	226941	7397
																		'MCCC2'	0.35	670402	250397	7365
																		'PCNXL3'	0.35	471338	181095	6017
																		'SLC6A9'	0.35	323738	137537	6672
																		'CARS2'	0.35	396973	231022	8360
																		'ENDOD1'	0.35	1217141	459394	7186
																		'RPS4X'	0.35	504139	258012	6504
																		'RNF150'	0.35	366760	223562	7934
																		'SLC30A5'	0.35	328791	177588	7735
																		'TRIM11'	0.35	785034	407423	8067
																		'NMNAT3'	0.35	798701	379302	7597
																		'SYVN1'	0.35	986401	445685	8373
																		'VPS52'	0.35	294481	162266	8098
																		'SYNGR2'	0.35	923886	377953	6958
																		'FBXO44'	0.35	307302	174148	7681
																		'EHD1'	0.35	807958	415737	7151
																		'MAPKAPK3'	0.35	1134047	368759	7042
																		'SETD5'	0.35	428731	200375	6308
																		'LZTS2'	0.35	980424	341251	5999
																		'SNORA12'	0.35	787448	407272	7392
																		'HPN'	0.35	417205	205406	7740
																		'INPP1'	0.35	515693	276754	6066
																		'AGTRAP'	0.35	235251	153020	6493
																		'CANT1'	0.35	929978	285753	6285
																		'PATL1'	0.35	947859	469491	7064
																		'SLC4A2'	0.35	644547	330554	7205
																		'IGFBP7'	0.35	379179	222006	6550
																		'SMIM1'	0.35	862634	441021	7069
																		'HN1L'	0.35	1241496	459395	6958
																		'TBC1D5'	0.35	1193843	352278	6863
																		'SH3KBP1'	0.35	803763	309852	7133
																		'COL9A2'	0.35	1076282	450533	6215
																		'CTDP1'	0.35	760391	341562	7160
																		'PTPRD'	0.35	977475	454661	7197
																		'YIPF3'	0.35	853764	290350	6779
																		'SOBP'	0.35	391240	139323	4137
																		'ARRB2'	0.35	637259	227487	6698
																		'SMYD5'	0.35	741956	208667	6001
																		'CLUH'	0.35	532235	203913	6853
																		'EHMT1'	0.35	1105094	410068	6899
																		'TBC1D14'	0.35	446686	198027	6164
																		'LMBR1L'	0.35	580899	199677	7155
																		'CRELD1'	0.35	886230	267018	4192
																		'RNF26'	0.35	998922	377317	6595
																		'TAB1'	0.35	238240	138971	8548
																		'KLHL23'	0.35	373338	190510	7588
																		'MSI2'	0.35	390140	204442	6779
																		'ZNF770'	0.35	1180827	401611	6658
																		'COQ4'	0.35	706529	268638	6654
																		'PYGB'	0.35	460065	229915	7790
																		'DNASE2'	0.35	391504	163412	6806
																		'FBXW11'	0.35	577860	305652	8513
																		'KDF1'	0.35	537202	189566	7441
																		'PPP1R3C'	0.35	650444	247649	7050
																		'ZNF692'	0.35	393578	182365	8508
																		'MRPL10'	0.35	461058	268930	6999
																		'PGAP3'	0.35	386486	195601	6726
																		'TRIB3'	0.35	856130	359770	7003
																		'ATOX1'	0.35	488028	267794	8250
																		'RAB40B'	0.35	900571	359627	6779
																		'CCS'	0.35	388148	210731	7150
																		'GATAD2B'	0.35	724749	293753	7542
																		'BAD'	0.35	383660	160764	7550
																		'TNIP2'	0.35	319924	191327	6782
																		'POM121C'	0.35	1120967	485514	7203
																		'LARP6'	0.35	542963	232396	6586
																		'CBFA2T2'	0.35	599694	156520	1836
																		'FBXW8'	0.35	240646	145682	7047
																		'LMF1'	0.35	515469	250132	7332
																		'AMPD2'	0.35	1128140	458865	6632
																		'RMND5B'	0.35	687341	256351	5778
																		'RNF135'	0.35	247929	146639	6408
																		'TM9SF4'	0.35	862320	375348	7654
																		'TTLL7'	0.35	172697	89998	7482
																		'DENND1A'	0.35	647077	252691	7600
																		'SLC7A8'	0.35	978853	335362	6609
																		'NUPR1L'	0.35	385786	230835	7861
																		'DBNL'	0.35	465226	256042	7056
																		'ABHD4'	0.35	682737	251395	8419
																		'IFI30'	0.35	403829	193367	7250
																		'KLHL11'	0.35	197966	99348	7266
																		'SYCE1L'	0.35	1129636	453224	6536
																		'SRRD'	0.35	658119	286141	5395
																		'BCAT2'	0.35	732582	324560	7126
																		'NMB'	0.35	441856	194316	7315
																		'TLE6'	0.35	301410	163940	7862
																		'SMAP2'	0.35	597949	207557	7648
																		'PHYKPL'	0.35	870444	331790	8665
																		'LOC440434'	0.35	488483	223751	6757
																		'TMEM125'	0.35	459509	250145	6882
																		'CCDC97'	0.35	620376	231823	6608
																		'NOB1'	0.35	431706	233183	7203
																		'ADIPOR2'	0.35	364368	211421	6885
																		'ACIN1'	0.35	741415	276004	6670
																		'MXI1'	0.35	820711	362085	7226
																		'CHERP'	0.35	706359	264772	6456
																		'SUV420H2'	0.35	448926	267979	6602
																		'LPHN1'	0.35	218449	127382	6347
																		'FADD'	0.35	723883	234374	8307
																		'ACD'	0.35	265897	136218	6526
																		'COL6A1'	0.35	633797	234626	6434
																		'LRRC47'	0.35	347170	160443	7806
																		'SUSD4'	0.35	562594	358774	5416
																		'RNF166'	0.35	899478	316024	6387
																		'ATG2A'	0.35	439801	192044	7004
																		'ARRDC2'	0.35	657566	285973	7069
																		'MARK4'	0.35	680814	334582	7415
																		'LRRC59'	0.35	537385	224907	8599
																		'TAX1BP3'	0.35	356995	178271	8219
																		'SMDT1'	0.35	346065	184387	8143
																		'GIT1'	0.35	395394	208968	7526
																		'HDGF'	0.35	440691	153101	7641
																		'EFEMP2'	0.35	814219	307131	7033
																		'TXLNA'	0.35	500898	254790	8257
																		'DNAJC21'	0.35	508004	242278	7698
																		'LINC00467'	0.35	926828	352701	6782
																		'TIMM50'	0.35	455444	210902	5044
																		'ABHD16A'	0.35	266275	133961	7682
																		'SAMM50'	0.35	381812	198062	7564
																		'N4BP1'	0.35	780580	303371	7130
																		'KCNK3'	0.35	330135	154709	6297
																		'SNX9'	0.35	623058	233049	8327
																		'LEPREL2'	0.35	411436	162386	5176
																		'PEX16'	0.35	1214670	347748	6940
																		'KEAP1'	0.35	396079	153286	8062
																		'GTF2H4'	0.35	935836	348188	6393
																		'ATP1A1'	0.35	1242813	460773	6368
																		'UBAC2'	0.35	260570	136307	4195
																		'NADSYN1'	0.35	768056	383589	7893
																		'FAM210B'	0.35	428619	230362	8118
																		'ZNHIT1'	0.35	429046	139273	5193
																		'TTLL12'	0.35	634464	232128	7083
																		'AP3D1'	0.35	131518	84653	6091
																		'CBX1'	0.35	929293	465896	8544
																		'NPTXR'	0.35	563428	192022	6762
																		'PVRL1'	0.35	515959	212627	6786
																		'SHMT2'	0.35	1028615	411715	7314
																		'TMEM201'	0.35	553301	233455	8212
																		'ALKBH6'	0.35	438326	223623	5707
																		'TCTN1'	0.35	257734	131054	8480
																		'PPP2R5A'	0.35	713185	376405	9294
																		'FBXO27'	0.35	335470	156887	8236
																		'PUSL1'	0.35	554413	265901	6468
																		'GPR27'	0.35	367211	132979	7242
																		'POLDIP2'	0.35	435877	215036	6373
																		'CCDC108'	0.35	363288	168639	6188
																		'DHCR7'	0.35	197237	104106	5947
																		'RERE'	0.35	218898	125652	7249
																		'DIP2C'	0.35	504660	229793	5597
																		'RNF216'	0.35	854766	344020	6547
																		'CRTC3'	0.35	450681	217821	6437
																		'CYB561A3'	0.34	418536	206708	7379
																		'MARVELD1'	0.34	387520	145438	6011
																		'TMEM246'	0.34	749437	414646	8111
																		'RASSF4'	0.34	871728	301990	6623
																		'DGCR6L'	0.34	365872	218060	7707
																		'SURF4'	0.34	336333	193355	7725
																		'SDHAF1'	0.34	807332	355639	8244
																		'DUSP5'	0.34	842106	374060	8205
																		'CDK9'	0.34	219410	111943	7259
																		'AP1M1'	0.34	928551	347446	6829
																		'PMVK'	0.34	347117	130942	8624
																		'MIER2'	0.34	555957	245710	6848
																		'USF2'	0.34	903798	390779	6606
																		'SLC2A8'	0.34	1143421	427009	6983
																		'ZMYM3'	0.34	876145	443816	5997
																		'PTTG1IP'	0.34	338737	175586	7047
																		'KRT8'	0.34	335135	181221	6958
																		'TYK2'	0.34	484321	237761	8918
																		'INTS3'	0.34	799876	326013	6602
																		'SNPH'	0.34	393400	220942	7774
																		'MLLT1'	0.34	572121	308814	7503
																		'ZNF672'	0.34	357243	199475	7121
																		'SEMA4B'	0.34	426395	249238	8349
																		'CHD3'	0.34	335386	172272	8572
																		'SEPT5-GP1BB'	0.34	350529	212055	7040
																		'OPA3'	0.34	656652	278090	5739
																		'CXorf40B'	0.34	608167	245099	6382
																		'ST14'	0.34	164856	90509	6245
																		'FOXRED2'	0.34	756503	315697	7428
																		'RAB36'	0.34	518607	216421	7264
																		'GALNS'	0.34	288256	140301	6927
																		'GGA3'	0.34	332037	182301	8699
																		'REPS1'	0.34	357234	168040	8255
																		'NKIRAS2'	0.34	683970	325928	7990
																		'SLC25A53'	0.34	605064	238582	6073
																		'BAK1'	0.34	423427	183935	6222
																		'IQSEC1'	0.34	1152532	525576	8830
																		'CHFR'	0.34	352073	178321	7368
																		'C9orf91'	0.34	1298626	501900	6974
																		'C21orf58'	0.34	573324	230484	7477
																		'ULK4'	0.34	257076	150081	6965
																		'ZNF598'	0.34	415354	223694	7969
																		'YRDC'	0.34	367003	201446	7237
																		'SEPN1'	0.34	728340	292683	6158
																		'KIF3C'	0.34	749442	335204	7270
																		'WDR24'	0.34	172023	105349	7219
																		'UNC45A'	0.34	500894	201393	6059
																		'SF3A1'	0.34	586457	197313	7466
																		'RPL31P11'	0.34	1078104	352761	7075
																		'CRELD2'	0.34	397358	196584	7049
																		'NACC1'	0.34	546707	311098	6914
																		'GDA'	0.34	285456	148504	8304
																		'CERS4'	0.34	961462	270897	7248
																		'MUS81'	0.34	451074	246557	6853
																		'FLYWCH2'	0.34	328000	160087	7836
																		'FBRSL1'	0.34	322646	149655	7931
																		'C16orf62'	0.34	352752	177026	8201
																		'SLC35D2'	0.34	352451	134236	5270
																		'SYS1'	0.34	720518	217894	6756
																		'FBXL6'	0.34	439314	206295	7461
																		'SIL1'	0.34	403026	181879	3239
																		'ACCS'	0.34	776880	286432	6506
																		'MORN4'	0.34	466263	267486	7863
																		'WRAP73'	0.34	840125	321348	7257
																		'POLD4'	0.34	667973	225792	7217
																		'CPSF3L'	0.34	480209	31267	1102
																		'THRA'	0.34	1040797	561438	8188
																		'CRTAP'	0.34	940770	359393	6639
																		'MDK'	0.34	843624	313914	6721
																		'OTUD5'	0.34	917405	383536	7397
																		'HABP4'	0.34	389480	197909	7901
																		'DCXR'	0.34	508536	157682	7261
																		'PHF13'	0.34	752937	300549	8417
																		'MADD'	0.34	442653	187073	6804
																		'PEA15'	0.34	676607	360516	8384
																		'SNX11'	0.34	772810	326455	8510
																		'MUL1'	0.34	260286	144765	7306
																		'FKBP4'	0.34	628222	310823	7412
																		'UBE2D2'	0.34	174688	72965	7199
																		'SLC26A11'	0.34	348059	190846	6958
																		'SAP130'	0.34	963628	347342	8573
																		'SRRM3'	0.34	490828	247692	7126
																		'HMGN2'	0.34	769771	289223	6602
																		'TRIM14'	0.34	675325	264831	8535
																		'SAMD5'	0.34	400553	169500	6825
																		'EHMT2'	0.34	224350	69809	6738
																		'LIMK1'	0.34	1004532	303300	7102
																		'HNF1A'	0.34	346327	166729	8846
																		'RHOB'	0.34	281055	172501	6451
																		'CHST12'	0.34	1064718	574640	8425
																		'SLC35A2'	0.34	431561	151057	6203
																		'MLF2'	0.34	767968	410823	8355
																		'PTPN1'	0.34	740547	351899	6592
																		'SDSL'	0.34	620744	210330	6595
																		'PRMT1'	0.34	642697	256010	6245
																		'ANAPC7'	0.34	400700	207870	7802
																		'ABCB8'	0.34	320955	149576	7698
																		'PDLIM4'	0.34	480185	293298	8531
																		'NPAS2'	0.34	141222	69137	6156
																		'HDGFRP3'	0.34	264408	130763	7560
																		'VCL'	0.34	398748	215061	6983
																		'SPRED3'	0.34	374128	221513	8317
																		'NFYC'	0.34	483969	182271	6764
																		'SLC1A4'	0.34	428612	204309	6397
																		'FAM53B'	0.34	378156	162304	6373
																		'NFKBIB'	0.34	542952	286614	7769
																		'DTNB'	0.34	336570	93875	6212
																		'TTC7B'	0.34	1003902	539989	7212
																		'KIF1C'	0.34	425895	251247	7699
																		'RFX2'	0.34	722659	382778	7708
																		'NPHP4'	0.34	877165	315810	7143
																		'ZMAT3'	0.34	291221	158608	7232
																		'MRPL41'	0.34	233357	137773	7105
																		'WIPF2'	0.34	449032	228775	7524
																		'MOSPD3'	0.34	780685	293974	6579
																		'SUSD1'	0.34	253788	143103	7056
																		'JSRP1'	0.34	350245	183918	8365
